org_name,org_uuid,arr_ind,current_arr,current_vm_arr,vm_ccy,current_vm_arr_eu,vm_de_ccy,current_vm_arr_total,vm_ccy_total,ccy_bins,arr_per_vm,ccy_pc_perc,ccy_android_perc,ccy_mac_perc,ccy_ios_perc
Regions Bank,7b3b7f1d92344fde9fe703ac3744c065,TRUE,220500,220500,125,0,0,220500,125,5:100-249,1764,0.655267648,0.185222038,0.011393594,0.14811672
Spireon,7c21d67c80f74049950933371b2ead36,TRUE,29708,28800,12,0,0,28800,12,2:10-24,2400,0.998971723,0,0,0
Advisor Group,7c57e3ebb90045d3acb19d502ae3e57a,TRUE,28800,19200,8,0,0,19200,8,1:1-9,2400,0.98115462,0,0.01884538,0
LabCorp,7c93fc604f0d4a12867132509d49b6fc,TRUE,43920,43920,20,0,0,43920,20,2:10-24,2196,0.979277008,0.000601995,0,0.020120997
Godaddy,7d68c8b953c1419887e2636e52c7c7e5,TRUE,109620,78720,40,0,0,78720,40,3:25-49,1968,0.907338307,0,0.092661693,0
HUK-Coburg,7d7810a2419f4263b25af2afc63b831e,TRUE,81391,0,0,22857.14,20,22857.14,20,2:10-24,1142.857,0.985739171,0.001453406,0.012807423,0
Healthgrades,7df881e99ebe404ba87474e8db292824,TRUE,91200,45600,30,0,0,45600,30,3:25-49,1520,0.370240974,0.113011579,0.244775106,0.27197234
"Absa Bank, Ltd.",7e2e07e453a044a8ba696db78cc0f33e,TRUE,92880,0,0,17280,32,17280,32,3:25-49,540,0,0,0,0
"Fossil, Inc.",7e91180b29694e30988e75c226481118,TRUE,24000,24000,10,0,0,24000,10,2:10-24,2400,0,0.936601845,0,0.063398155
BP - Treasury,7fca3ed907974807a9d8a241daaeac91,TRUE,8502,0,0,8502.35,5,8502.35,5,1:1-9,1700.47,1,0,0,0
Indeed,8031bdfea42f403da521ddaac7bfe848,TRUE,324000,324000,300,0,0,324000,300,6:250-499,1080,0.426025404,0.287184493,0.065179568,0.221610531
epam,8102a00a42e0472cbb315deafe349cc5,TRUE,72000,33600,35,0,0,33600,35,3:25-49,960,0.245620284,0.004476186,0.740758365,0.009145165
camelot,81ce68fea39a4541bd2c1375a324a3e8,TRUE,199199,0,0,180000.01,100,180000.01,100,5:100-249,1800.0001,0.019611566,0.408298442,0.009227258,0.562862734
Disney Corp.,81e063fd405c4798ac4030d2780abd28,TRUE,62219,62219,30,0,0,62219,30,3:25-49,2073.966667,0.050441309,0.829218389,0.120340302,0
Abbott,82e4982d233f4d6cace94ae8c1f10511,TRUE,72720,62330,29,4449.6,2,66779.6,31,3:25-49,2154.180645,0.999940723,0,0,0
Regeneron,832409bbb4894f1384b759df77a6880b,TRUE,45360,10000,10,0,0,10000,10,2:10-24,1000,0.760811583,0.02321077,0.071992549,0.143985098
"Sumo Logic, Inc.",833f582fe444443c871641f82cd4099b,TRUE,150015,22915,25,0,0,22915,25,3:25-49,916.6,0.236959058,0,0.763040942,0
SYF Entreprise,835e6c8077b849e7b8befd65d3c0a666,TRUE,1086976,138600,132,0,0,138600,132,5:100-249,1050,0.744221444,0.013126869,0.242651687,0
Surescripts,83c7de7e8f4946f795645f5c7651cbf8,TRUE,43080,24000,20,0,0,24000,20,2:10-24,1200,0.984794784,8.41E-06,0.01519681,0
FinancialForce,8411acf6f777437ba49eed7521a2d35c,TRUE,24000,24000,10,0,0,24000,10,2:10-24,2400,0.00033326,0,0.99966674,0
Lampenwelt GmbH,84177ff45b5e44cabdd0a3bc9686083b,TRUE,12000,0,0,12000.11,5,12000.11,5,1:1-9,2400.022,0.763763487,0.097572571,0.086664964,0.051998978
COX Automotive,848b54ca4bbf493ea95b63c5c7c3527e,TRUE,130560,68750,80,0,0,68750,80,4:50-99,859.375,0.608708784,0.139550542,0.083913558,0.167827116
Cheetah Digital,848cac6b913e46e0a90f69c8d9256ea1,TRUE,39787,39787,31,0,0,39787,31,3:25-49,1283.451613,0.868441169,0.000231244,0.131327587,0
Allego,84aed1896daa47acba2953749378c49c,TRUE,21960,18000,11,0,0,18000,11,2:10-24,1636.363636,0.269875026,0.396264961,0.031299376,0.302560636
bkbsl,84df1e049f3249649159badb73720508,TRUE,11566,0,0,9060,5,9060,5,1:1-9,1812,0.769851529,0.065920253,0.087588383,0.076639835
GordonFoodService,85043652f3b34f0594fcbf09f201c233,TRUE,34618,34617,30,0,0,34617,30,3:25-49,1153.9,0.49483954,0.155733267,0.305748792,0.043678399
Abbott Laboratories,8519625cc1de4f73b859c25bc1263f54,TRUE,9425,2225,1,0,0,2225,1,1:1-9,2225,0.000354526,5.87E-05,0.999586736,0
Pearson Marketing Cloud (PMC),85f738890fbd4e6d8e2950fc4e6e8f2d,TRUE,44729,0,0,19529.98,15,19529.98,15,2:10-24,1301.998667,0.214461531,0.051424007,0.676910737,0.057203724
Imperial College,869b39c5fe9e4d5190fc97d1ae867965,TRUE,12360,0,0,8159.83,8,8159.83,8,1:1-9,1019.97875,0.080850155,0.321406602,0.278946847,0.318796396
Amway ID,86a59a4c863245bba3ec32a6e0e56171,FALSE,11433,22200,5,0,0,22200,5,1:1-9,4440,0,0,0,0
Ada Health,86f76ea9f6f1463996b02edd41ed1ded,TRUE,20160,0,0,5040,3,5040,3,1:1-9,1680,0.043310628,0.946814892,0,0.00987448
PepsiCo,8741ee65f60b4a93bd43e84eb2766fe0,TRUE,17676,5724,3,0,0,5724,3,1:1-9,1908,0,0,0,0
nautilusfrontend,875fbb4aa1e64f5584a339490d0582c3,TRUE,6389664,4727950,5500,0,0,4727950,5500,7:500+,859.6272727,0.51497942,0.209300035,0.033086465,0.242634079
PCIPAL,87a6ec0418ad40948889c18003619ffe,TRUE,3264,0,0,3263.94,2,3263.94,2,1:1-9,1631.97,0.47873811,0,0.464909253,0.056352637
Cargill,8810ae42199b43848f8ccbf17e21ff69,TRUE,43000,16800,10,0,0,16800,10,2:10-24,1680,0.013230141,0.97736713,0,0.009402729
Peoplenet,89f6c9c313ba4ed9b6a4e014c47d134f,TRUE,21600,21600,10,0,0,21600,10,2:10-24,2160,0.999888054,0,0,0
1010data,8a6a62d6e9044c85b60418211262efdf,TRUE,20549,20549,10,0,0,20549,10,2:10-24,2054.9,1,0,0,0
Blue Shield of California,8aeb697cc55f42dd8590e7ceebcbe339,TRUE,178294,43414,37,0,0,43414,37,3:25-49,1173.351351,0.6380105,0.000168883,0.361820618,0
The Toro Company,8bf9128b2de747e19fe750a345bc2b09,TRUE,32081,32081,14,0,0,32081,14,2:10-24,2291.5,0.999959141,0,0,0
Dailymotion,8c558ac522dd4ab6be2bb86e4178d859,TRUE,8952,0,0,1788,1,1788,1,1:1-9,1788,0.711565769,0.081728365,0.200799984,0.005905882
Toyota Motor Credit Corporation,8ccfc35d2daf48f5a5e04d2671e6954d,TRUE,99300,10800,10,0,0,10800,10,2:10-24,1080,0.880834386,0.005223971,0.105802954,0.008138689
Cineplex D&T,8d279d79eb72475dabaa547fa638911c,TRUE,18360,6120,3,0,0,6120,3,1:1-9,2040,0.256463951,0,0.679438114,0.064097935
Express Scripts,8d3650a424114a919ad713b0546ef744,TRUE,216362,216362,100,0,0,216362,100,5:100-249,2163.62,0.950858463,0.007029613,0.042111924,0
Varo Money,8dbe168a601048c691d49bd6d605d085,TRUE,70452,23484,10,0,0,23484,10,2:10-24,2348.4,0.98994135,0.004209949,0,0
Connections Education,8df062f33af847d7bd64122d21357ea2,TRUE,57030,30604,30,0,0,30604,30,3:25-49,1020.133333,0.903551278,0.000511044,0.095937678,0
LegalShield,8e0d8263349344dcaecff76d5630f5c3,TRUE,55200,36000,15,0,0,36000,15,2:10-24,2400,0.622105378,0.073371232,0.30452339,0
Chanel,8e3416bcec96448cbec3fa0721241ed2,TRUE,66804,0,0,66804.42,50,66804.42,50,4:50-99,1336.0884,0.842937043,0.030744637,0.12631832,0
tiktok_saucelabs,8e8646d7ae91413484b58b922b4b4118,TRUE,21840,21840,12,0,0,21840,12,2:10-24,1820,0.996884865,0,0.00299976,0.000115375
Pacific Life RSD,8eda437fc72b4f3fa355615cca236304,TRUE,19200,9600,4,0,0,9600,4,1:1-9,2400,1,0,0,0
Roche Molecular Systems,8ee0fadd443b4eeb94385a6628fc2ad3,FALSE,19200,36000,6,0,0,36000,6,1:1-9,6000,0.39507146,0.000124343,0.604804198,0
PTC,90754d5c4f73412e98cb987571037d93,TRUE,19669,19669,10,0,0,19669,10,2:10-24,1966.9,1,0,0,0
"AutoNation, Inc.",90f69aa2fa3c4b3fbd86def96bed1c18,TRUE,47808,33408,16,0,0,33408,16,2:10-24,2088,0.98694837,0.001571108,0,0
White Cap,9115963587c445e7a99a2cbadf8db582,TRUE,12000,12000,5,0,0,12000,5,1:1-9,2400,0.149374759,0.167344781,0.283960711,0.39931975
BenefitHub Web Mobile,91ec1ca759234a2a8cd09c567e922918,TRUE,27900,16200,8,0,0,16200,8,1:1-9,2025,0.806296415,0,0.193703585,0
NBCUniversal,923826ff5d164050a76d94ea4b3d13e8,TRUE,57165,57165,25,0,0,57165,25,3:25-49,2286.6,1,0,0,0
ETRADE,9254b6056ee645288bb5e9c0b8d0009d,TRUE,231960,135960,125,0,0,135960,125,5:100-249,1087.68,0.597419715,0.212775391,0.006778746,0.183026152
Cox Automotive - CRS,92e56edd912a4129997e946a7b93aab1,TRUE,68750,68750,40,0,0,68750,40,3:25-49,1718.75,0.952512579,0.003714003,0.043773418,0
Kotak Securities Ltd,92e6a1f120b6411fa86962cd62fba8d9,TRUE,11376,1776,1,0,0,1776,1,1:1-9,1776,0,0,0,0
TransUnion,932b9ab352e84d53bcca3145fecf1dc0,TRUE,18540,18540,10,0,0,18540,10,2:10-24,1854,0.982036743,0.006516283,0.005723487,0.005723487
WestJet,943dee4af279426eaee69ac5ecf35278,TRUE,84000,39168,20,0,0,39168,20,2:10-24,1958.4,0.950657681,0.002849825,0.03486937,0.011623123
Blend Labs,94befe0ff7c44062841eadcac05e5e8a,TRUE,28659,21240,10,0,0,21240,10,2:10-24,2124,0.931348283,0.01659121,0.017353502,0.034707005
ING,94df2e68797c4b8f943dfb65276dd7ae,TRUE,40320,0,0,15600,10,15600,10,2:10-24,1560,0.791076255,0.021909105,0.18701464,0
BOQ,94eda36007754668883aadd5800fd73f,TRUE,135120,19920,10,0,0,19920,10,2:10-24,1992,0.006781845,0.689258064,0,0.303960091
John Deere IT,95725b837fb94586b14a5a92691d5d5e,TRUE,26161,22673,13,3488.16,2,26161.16,15,2:10-24,1744.077333,0.794021401,0.038561377,0.074407654,0.093009568
WorkJam,95f1aaf6ec33454bac1e768ddadd6db0,FALSE,9000,22500,4,0,0,22500,4,1:1-9,5625,0.998886306,0,0.001113694,0
The RealReal,962ac955c5d645c080ff019add2158c8,TRUE,24218,10773,5,0,0,10773,5,1:1-9,2154.6,0.010441379,0,0.989558621,0
Infosys Limited,963c3447b33b4b86809ef96a7a22e058,TRUE,111296,24658,15,0,0,24658,15,2:10-24,1643.866667,0.212929316,0.010133531,0.764984274,0.011952879
NSWDoE,963df629f6a1415ead3f1475ea530b88,FALSE,10800,16128,6,0,0,16128,6,1:1-9,2688,1,0,0,0
Voya Financial,9649f64d765242998cbaf99e78faa3c5,TRUE,181567,46417,30,0,0,46417,30,3:25-49,1547.233333,0.937986934,0.004609961,0.057403106,0
Openbank,96acc0ec237440958d9904011184d5ff,TRUE,168000,0,0,28800.01,15,28800.01,15,2:10-24,1920.000667,0.998597696,2.38E-05,0,0
Spark Ventures NZ,96c4c3162c9144bb856519351694dd5f,TRUE,23602,23602,10,0,0,23602,10,2:10-24,2360.2,0.127147097,0.347050274,0.170530581,0.355272045
Yahoo Inc !,97c8f05970dd445f950cae18040941ce,TRUE,1193432,861840,950,0,0,861840,950,7:500+,907.2,0.40097629,0.060699158,0.471033986,0.067290569
IKEA_TE,97d0366d59f0429e977db4ee061fb7ca,TRUE,83624,0,0,36018,25,36018,25,3:25-49,1440.72,0.735341305,0.04003459,0.028078013,0.196546092
Sales-I,9806b1792b9f41d4a6862b31c64fa7b1,TRUE,16939,0,0,8469.06,4,8469.06,4,1:1-9,2117.265,0.077425275,0.001003854,0.921570871,0
Central1 Credit Union,981c99cd63634b52a48e63a4667e3bc7,TRUE,19080,14304,8,0,0,14304,8,1:1-9,1788,0.999923923,0,0,0
"ONESTIC, INNOVACION Y DESARROLLO S.L.",9909c9cbfec64406b23fa271fa36ac5c,TRUE,37570,0,0,16024.8,12,16024.8,12,2:10-24,1335.4,7.02E-06,0,0.999992982,0
Serko,9972b511fb2f44bb8e70118b2340af4f,TRUE,11712,11712,8,0,0,11712,8,1:1-9,1464,1,0,0,0
1800Flowers,9a112f77ad7341df95b5fe85a4fe310b,TRUE,194126,99031,58,3414.84,2,102445.84,60,4:50-99,1707.430667,0.694961757,0.222202218,0.018408005,0.064428018
Generali Business Solutions,9b60a70239654dc4b882b5e46c1f73af,TRUE,108783,0,0,21000.06,10,21000.06,10,2:10-24,2100.006,0.914985082,0.001072493,0.071028206,0.012914219
StockX,9b7918a7d2cd4268a5eea86c307d5212,TRUE,29952,8352,4,0,0,8352,4,1:1-9,2088,0.455078904,0.006972363,0.537948733,0
Care.com,9b8b8f66a4084716890435b9cd14386d,TRUE,255000,118608,62,13440,8,132048,70,4:50-99,1886.4,0.334292216,0.090695428,0.387462353,0.187481784
Kingfisher Group,9ba26c782675430fade395c4db380d3d,TRUE,132120,96900,40,0,0,96900,40,3:25-49,2422.5,0.756526521,0.108611483,0.026972397,0.10788959
Skyscanner,9ba7aceaff2045c7a292a7a83f51080b,TRUE,15837,0,0,7437,5,7437,5,1:1-9,1487.4,0.246420196,0.016029674,0.705482733,0.032067397
Canva,9c4bbbba05a34d13b105d23dac4515f5,FALSE,19500,66744,5,0,0,66744,5,1:1-9,13348.8,0.726131776,0.05274461,0.204114106,0.017009509
Consumer Financial Protection Bureau,9ce7053a518e4022bbe058074845b7a6,TRUE,12978,12978,15,0,0,12978,15,2:10-24,865.2,0.920015468,0.023068863,0.034149386,0.022766257
Bison Schweiz AG,9d03b25bbeea424098b6fa9c220630b6,TRUE,41124,0,0,41123.77,15,41123.77,15,2:10-24,2741.584667,0.997381738,9.61E-06,0,0
Genesys,9e218ac151fb4c908cebaf565980e4dd,TRUE,128408,45963,110,0,0,45963,110,5:100-249,417.8454545,0.731944046,0.092364973,0.017569098,0.158121882
fidelitymaster,9e4b17ffc8a741bb820158d103d0b1f1,TRUE,103950,0,0,103950,55,103950,55,4:50-99,1890,0.772666264,0.052586542,0.147863007,0.026884183
Euroconsumers,9e66d26009f943dc94a8bb388f5287e0,FALSE,48570,0,0,48571.44,25,48571.44,25,3:25-49,1942.8576,0.999677705,0.000252323,0,0
HDS FM,9eccece22aa54e7294ef7e4bd9d0eb3d,TRUE,102810,40800,120,0,0,40800,120,5:100-249,340,0.975752587,0.000295364,0.023952049,0
Hootsuite,9f55cf25c0bc4fffb34db5c570772ce4,TRUE,109500,73500,35,0,0,73500,35,3:25-49,2100,0.96466146,0.026471379,0.008867161,0
Reform,9f971045f079476bb1ea7a8a50ab17e4,TRUE,57900,0,0,50700,25,50700,25,3:25-49,2028,0.595524724,0.004695894,0.399779382,0
CDK Global LLC,9fb4d3a3c3174d53aa7bd371cc3f1c96,TRUE,194208,158208,100,0,0,158208,100,5:100-249,1582.08,0.832689459,0.003355669,0.163954872,0
"Cardinal Health, Inc.(e-Commerce)",a016ae2debf74bb8a31ed44a5ef8f85f,TRUE,14509,14509,10,0,0,14509,10,2:10-24,1450.9,0.111636696,0.61130973,0,0.277053574
brianjohnstonRegal,a109314168dd4454b1ee7e9614c56c1f,TRUE,45552,17520,10,0,0,17520,10,2:10-24,1752,0.586325312,0.200228351,0.166013818,0.047432519
PayPal,a125f222b9054eea9e612f2590085793,FALSE,260652,314119,195,0,0,314119,195,5:100-249,1610.866667,0.457704807,0.001171606,0.541123589,0
Trafikförvaltningen,a13fd1ee142f4748a8012c5d9de9fb6b,TRUE,20627,0,0,11460,5,11460,5,1:1-9,2292,0.381108641,0.071617742,0.503491632,0.043781881
Klick Inc,a145d0979d7f459faa0558f759c1883d,TRUE,64964,64964,36,0,0,64964,36,3:25-49,1804.555556,0.044828612,0.033756439,0.269177401,0.652237549
Unilever,a1a8cb448da545ae95c40dc6bc099a58,TRUE,25380,0,0,25380,15,25380,15,2:10-24,1692,1,0,0,0
Solera,a3b170bf656a4cf9a8e58ec352f14f1c,TRUE,94680,39480,35,0,0,39480,35,3:25-49,1128,0.833734803,0.022725625,0.126314823,0.017224749
Securian,a3f43eef6e4d406cb10ba0c4ef7b4864,TRUE,53766,32260,15,0,0,32260,15,2:10-24,2150.666667,0.942091925,0.001417407,0.056490669,0
Microsoft Teams,a419d73af02347f582ae01c5e6ce5c11,TRUE,113400,99000,50,0,0,99000,50,4:50-99,1980,0.049975681,0.512159533,0.437864786,0
Testsigma,a42c43f08b284b9c8ab958c395a65515,TRUE,60840,35640,27,0,10,35640,37,3:25-49,963.2432432,0.921330082,0.000267123,0.078402795,0
TestAtCovea,a456c61de1e24058a45d99a189215fa1,TRUE,30868,0,0,22799.38,12,22799.38,12,2:10-24,1899.948333,0.768641259,0.020866585,0.070164052,0.140328104
SVB QA,a4efd7d8def542e0b19c72f265a14e67,TRUE,222240,114480,60,0,0,114480,60,4:50-99,1908,0.571109571,0.100311336,0.318622151,0.009956942
Vestmark,a51ed066c2134021b3fb0e7ccad839e6,TRUE,19158,19158,10,0,0,19158,10,2:10-24,1915.8,1,0,0,0
Staples,a524ba2759e44522b77853f49652b540,TRUE,87698,63698,32,0,0,63698,32,3:25-49,1990.5625,0.767295396,0.076269151,0.078217726,0.078217726
Scout24,a5a30d9ca5464909a1bbad8232b7e01d,TRUE,19434,0,0,19433.99,10,19433.99,10,2:10-24,1943.399,0.775423777,0.013074777,0.173046637,0.038454808
LifeWay Christian Resources,a6350128059841ae9f0c4fa5d7095598,TRUE,29976,20300,20,0,0,20300,20,2:10-24,1015,0.789074023,0.001101135,0.186510971,0.023313871
Rodan and Fields,a68575f4d4d1423991b5792918e10379,TRUE,207180,43445,120,0,0,43445,120,5:100-249,362.0416667,0.011417582,0.15142292,0.259120797,0.578038701
Scripps Networks,a6cbd9dc8b1e4ce3b8a81cd13c276e7f,TRUE,89118,89118,50,0,0,89118,50,4:50-99,1782.36,0.997479823,0.00028152,0,0
UKG - Quality,a737bad0af41419f9de83175dd30ea48,TRUE,361176,181656,87,0,0,181656,87,4:50-99,2088,0.875403164,0.032845409,0.030583808,0.061167616
Tenable Inc.,a7428ea9ee184d988c9dd9e2f3710d20,TRUE,231560,163125,120,0,0,163125,120,5:100-249,1359.375,0.999393951,0,0,0
"Duolingo, Inc.",a7a61e08f9934442b39d97ceb9bc5dcf,TRUE,261334,232560,150,0,0,232560,150,5:100-249,1550.4,0.2348531,0.414236734,0,0.350910168
"nCino, LLC",a7c9035cf30946e6ae542c589fa892d8,TRUE,25462,25462,10,0,0,25462,10,2:10-24,2546.2,0.39147011,0,0.60852989,0
Accenture_ADOP_M,a849fc706554494699dc1bc38a15a2ef,FALSE,20550,45897,10,0,0,45897,10,2:10-24,4589.7,0.781415951,0.004193405,0.160792983,0.053597661
TAKEALOT_MASTER,a88e569fe38042ca954be1213a2ece4d,TRUE,19200,0,0,19200,11,19200,11,2:10-24,1745.454545,0.825296423,0,0.174703577,0
eureQa,a8ba5c4b86644ff79ba31a2e02f67081,TRUE,116086,87886,44,0,0,87886,44,3:25-49,1997.409091,0.63419705,0.058897876,0.030690506,0.276214553
Gemini,a8be49407cbd449291966160a91fc7f5,TRUE,36000,12000,6,0,0,12000,6,1:1-9,2000,0,0,0,0
Smartsheet,a9d8d90bede04e019d49415fd6ef4e4f,TRUE,264600,264600,175,0,0,264600,175,5:100-249,1512,0,0.385615512,0,0.61438449
Refinitiv,aa430157c0fc4fcabdf09a2700da7173,TRUE,28200,22200,10,0,0,22200,10,2:10-24,2220,0.649068431,0.00399157,0.27515931,0.071780689
BP - BAS - Enabling Solutions,aad0e7dfc19c46a691d5820c48ac61e7,TRUE,7928,0,0,7927.8,5,7927.8,5,1:1-9,1585.56,1,0,0,0
d-NRW AöR,ab52f1d9666c469ca904a3837c79115f,TRUE,4393,0,0,1470,1,1470,1,1:1-9,1470,0.559074396,0.025938128,0.414987477,0
Zaizi,adc42ca06f7a4764b76a36cd011422b3,TRUE,7152,0,0,7152,4,7152,4,1:1-9,1788,0.939936489,0,0.060063511,0
FHLB SF,ade2bf7a818e43b081200901a55b0b55,TRUE,15332,15332,10,0,0,15332,10,2:10-24,1533.2,1,0,0,0
SNCF CONNECT & TECH SERVICES,ae55bc61b4e04adf82f5fdcd7910a0c6,TRUE,43326,0,0,7203.62,5,7203.62,5,1:1-9,1440.724,0.118017281,0.109905387,0.301298471,0.470778861
Sonexus Health,ae7d60769ac84349b47687b58eb00b07,TRUE,3600,3600,2,0,0,3600,2,1:1-9,1800,0.011073254,0.432069847,0.397754928,0.159101971
California Department of Public Health CDPH,af64620e8a784ee4913aa6e807a390c1,TRUE,25080,25080,11,0,0,25080,11,2:10-24,2280,1,0,0,0
BOFA,af8cb64af6ff40159fdc1c1b33497714,TRUE,441600,441600,230,0,0,441600,230,5:100-249,1920,0.927007043,0.004536469,0.054765191,0.013691298
Edelman Financial Engines,af9399117048418ca56ef7ba1db87a02,TRUE,20000,17500,8,0,0,17500,8,1:1-9,2187.5,1,0,0,0
Weedmaps,afb6f2b436874882b05bb89831acd98e,TRUE,46519,46519,20,0,0,46519,20,2:10-24,2325.95,1,0,0,0
Ventiv Technology,b0c35d4cb1e94983933ab33859ba46f9,TRUE,34848,34848,22,0,0,34848,22,2:10-24,1584,1,0,0,0
Hilti-dms,b0de841f3adb496094029961d6a70421,TRUE,22980,0,0,1812.04,1,1812.04,1,1:1-9,1812.04,0.625,0.375,0,0
Progrexion ASG Inc.,b16a916e29da4eeaaf53459217fb6233,TRUE,31800,21000,10,0,0,21000,10,2:10-24,2100,0.256330118,0.396825784,0.346844097,0
Santander Global Tech,b183eb4aeb154bb1942967a720debe03,TRUE,24640,0,0,1812,1,1812,1,1:1-9,1812,0,0,0,0
"Ticketmaster Entertainment, Inc.",b27d784f75cb48459d56467d221c5c82,TRUE,144330,80031,53,0,0,80031,53,4:50-99,1510.018868,0.918108459,0.024612348,0.057279193,0
Canadian Tire Bank,b297a56416384acbaff7b63515bbc077,FALSE,14280,22320,10,0,0,22320,10,2:10-24,2232,0.424218463,0.203071062,0,0.372710461
Ironclad,b32fa4b333d14773b890799b89f5a09d,TRUE,21600,16310,15,0,0,16310,15,2:10-24,1087.333333,0.965578999,0.000899747,0.033521254,0
noesisbrasil,b374a76d82d5435fa1909364ea199a1f,TRUE,47462,0,0,17395.16,12,17395.16,12,2:10-24,1449.596667,8.75E-06,0.567940009,0,0.432051238
Oportun,b3c80e0485dd484582ea4af17ac5fce1,TRUE,155917,82610,54,0,0,82610,54,4:50-99,1529.814815,0,0,0,0
Cardinal Health,b3cf33d788514eeb83e516e654ce700a,TRUE,57756,18000,10,0,0,18000,10,2:10-24,1800,0,0,0,0
SFG,b3fdb7b899a04fd880e37136d8e3a1e6,TRUE,62580,62580,35,0,0,62580,35,3:25-49,1788,0.303683591,0.111562167,0.38983616,0.19491808
Choice Hotels International,b45464d6fac6455883abdce61a9fb179,TRUE,50761,49173,10,0,0,49173,10,2:10-24,4917.3,0.64318565,0.149539753,0,0.207274598
OTR,b4b8a583f7d140c1b806c462efa3e6f7,FALSE,37345,0,0,41494.32,15,41494.32,15,2:10-24,2766.288,0.756889134,0.001019678,0,0.242091188
Nextdoor,b547b6ca428c4b57b458f60b23f5133f,TRUE,15000,10800,5,0,0,10800,5,1:1-9,2160,0.096396352,0.075298118,0.817548315,0.010757215
GreenSky,b592f5b020494b24a07cda1350b3b9e2,TRUE,30158,30158,20,0,0,30158,20,2:10-24,1507.9,0.84961161,0.020050394,0.086891997,0.043445999
Bealls,b5996941928a4da79316a5cbfbe9e1a3,TRUE,21204,13392,4,0,0,13392,4,1:1-9,3348,0.696610169,0,0.262937853,0.040451977
Amway (My Biz ),b5f15856e7dd48eaaae1a1302fa7268b,FALSE,34299,44400,15,0,0,44400,15,2:10-24,2960,0.984104152,0.000858727,0,0
MerchantE,b60aa7756fd84ef9bd85b03ec3fe3a59,TRUE,28800,19200,8,0,0,19200,8,1:1-9,2400,0,0.330195024,0.229933052,0.439871925
Derivco,b841d369350846eebd9de0f4896a0f70,TRUE,70258,0,0,30235.68,17,30235.68,17,2:10-24,1778.569412,0.204142919,0.052668091,0.495459326,0.247729663
TELUS Corporation,b85549a6e3154141bb6a346aec215a2f,TRUE,22915,22915,10,0,0,22915,10,2:10-24,2291.5,0.967279285,0.015667597,0.00121808,0.015835038
Autodesk,b86a296c39124c1b994a0a87a8559e6d,TRUE,251344,170083,100,0,0,170083,100,5:100-249,1700.83,0.702104833,4.41E-05,0.297851045,0
yogesh.kanoi,b8c88bdc3b4b45bebabcafc9d23040ae,TRUE,10032,2736,2,0,0,2736,2,1:1-9,1368,0,0,0,0
tbg_developer,b8d41feb1d0343449ed02645181215c2,TRUE,28409,0,0,3840.18,2,3840.18,2,1:1-9,1920.09,0.949621561,0.00144969,0.048928749,0
Idexx Laboratories,b9273a6af375446bb8f202e42159f6fa,TRUE,48000,33600,14,14400,6,48000,20,2:10-24,2400,0.629809436,0,0.359613691,0.010576873
ABN AMRO,b9c44f9913ee4026b198928ab642a04a,TRUE,322918,0,0,36551.02,26,36551.02,26,3:25-49,1405.808462,0.32276467,0.56137523,0.100412087,0.015448013
Quicken Loans,bab8fa418e3543f583c2be09d40df65b,TRUE,47010,9270,10,0,0,9270,10,2:10-24,927,0.477102501,0.025898804,0.488715384,0.008283312
Sleep Number,bac78cd3a4f74aca868c6b383298e2a4,TRUE,51532,22866,25,0,0,22866,25,3:25-49,914.64,0.988957873,0.000106493,0,0
BGC Engineering,bb0cd1195f5540a8a569209af6d4e1f8,TRUE,24000,24000,10,0,0,24000,10,2:10-24,2400,0.999614205,0,0,0
Banca Mediolanum,bb467e7550fe4cc7bc34ad48af4886f4,TRUE,44544,0,0,12767.96,7,12767.96,7,1:1-9,1823.994286,0.767442895,0.007757895,0.224799209,0
UserZoom,bc1e0083dfbb46ab96bce0aecddcda52,TRUE,29998,18011,16,0,0,18011,16,2:10-24,1125.6875,0.066704415,0.001754381,0.931541204,0
Idera,bc31e24f9ad54183abd2ac0a5970d59d,TRUE,66000,66000,50,0,0,66000,50,4:50-99,1320,0.122017549,0.334232935,0.470269851,0.073479664
Mixpanel,bc445167596545258090a15ee818228f,TRUE,100800,84000,48,0,0,84000,48,3:25-49,1750,0.000136069,1.20E-05,0.999851947,0
VyStar,bd064e75dcfd498e9fb0d7d7c1546976,TRUE,45264,16656,8,0,0,16656,8,1:1-9,2082,0.827601939,0.048874199,0.123523862,0
BTB,be2a2fafda9e4830ac69cd1730fca857,TRUE,49500,36000,30,0,0,36000,30,3:25-49,1200,0.532493278,0.003790155,0.454967197,0.008749369
Mozilla,be60fbb0d0604172941996bc87e9a0d0,TRUE,14400,14400,10,0,0,14400,10,2:10-24,1440,0.931946807,0,0.068053193,0
disney_qe,be6641d9f85a47419ff59d05f8a99d3d,TRUE,106914,106914,50,0,0,106914,50,4:50-99,2138.28,0.635469584,0.170259156,0.053964239,0.140307021
Workday,be75878c8c2e46aca831f003cb5f75e5,FALSE,130331,120900,69,16497.6,10,137397.6,79,4:50-99,1739.210127,0.825485857,0.000185188,0.174328955,0
Ping Identity,be914c61da844b23af7170ce61aca435,TRUE,39960,24000,20,0,0,24000,20,2:10-24,1200,0.752754026,0.027730247,0.197564151,0.021951572
